Time(s),Input(v),Output(v),Output(m)
9.49999999999998,2.542,0.000,0.000
9.59999999999998,2.493,0.000,0.000
9.69999999999998,2.542,0.000,0.000
9.79999999999998,2.503,0.000,0.000
9.89999999999998,2.503,0.000,0.000
9.99999999999998,2.542,0.000,0.000
10.1,2.493,0.000,0.000
10.2,2.493,0.000,0.000
10.3,2.542,0.000,0.000
10.4,2.532,0.000,0.000
10.5,2.493,0.000,0.000
10.6,2.542,0.000,0.000
10.7,2.522,0.000,0.000
10.8,2.483,0.000,0.000
10.9,2.542,0.000,0.000
11,2.522,0.000,0.000
11.1,2.522,0.000,0.000
11.2,2.493,0.000,0.000
11.3,2.512,0.000,0.000
11.4,2.542,0.000,0.000
11.5,2.522,0.000,0.000
11.6,2.532,0.000,0.000
11.7,2.522,0.000,0.000
11.8,2.503,0.000,0.000
11.9,2.522,0.000,0.000
12,2.503,0.000,0.000
12.1,2.542,0.000,0.000
12.2,2.503,0.000,0.000
12.3,2.542,0.000,0.000
12.4,2.522,0.000,0.000
12.5,2.532,0.000,0.000
12.6,2.522,0.000,0.000
12.7,2.483,0.000,0.000
12.8,2.542,0.000,0.000
12.9,2.503,0.000,0.000
13,2.512,0.000,0.000
13.1,2.542,0.000,0.000
13.2,2.532,0.000,0.000
13.3,2.503,0.000,0.000
13.4,2.512,0.000,0.000
13.5,2.542,0.000,0.000
13.6,2.493,0.000,0.000
13.7,2.522,0.000,0.000
13.8,2.493,0.000,0.000
13.9,2.532,0.000,0.000
14,2.552,0.000,0.000
14.1,2.483,0.000,0.000
14.2,2.532,0.000,0.000
14.3,2.493,0.000,0.000
14.4,2.493,0.000,0.000
14.5,2.483,0.000,0.000
14.6,2.552,0.000,0.000
14.7,2.542,0.000,0.000
14.8,2.542,0.000,0.000
14.9,2.542,0.000,0.000
15,2.542,0.000,0.000
15.1,2.483,0.000,0.000
15.2,2.542,0.000,0.000
15.3,2.522,0.000,0.000
15.4,2.483,0.000,0.000
15.5,2.532,0.000,0.000
15.6,2.542,0.000,0.000
15.7,2.542,0.001,0.001
15.8,2.512,0.003,0.003
15.9,2.483,0.004,0.005
16,2.512,0.006,0.006
16.1,2.493,0.008,0.008
16.2,2.512,0.009,0.010
16.3,2.503,0.011,0.012
16.4,2.512,0.013,0.013
16.5,2.542,0.015,0.016
16.6,2.542,0.018,0.019
16.7,2.542,0.022,0.022
16.8,2.503,0.027,0.027
16.9,2.503,0.031,0.032
17,2.542,0.036,0.036
17.1,2.512,0.041,0.042
17.2,2.512,0.046,0.047
17.3,2.483,0.052,0.053
17.4,2.493,0.057,0.059
17.5,2.522,0.062,0.064
17.6,2.493,0.068,0.069
17.7,2.483,0.073,0.075
17.8,2.542,0.078,0.079
17.9,2.503,0.083,0.085
18,2.542,0.089,0.091
18.1,2.493,0.095,0.097
18.2,2.542,0.101,0.104
18.3,2.532,0.108,0.111
18.4,2.512,0.116,0.118
18.5,2.532,0.123,0.126
18.6,2.532,0.131,0.134
18.7,2.512,0.140,0.143
18.8,2.542,0.149,0.152
18.9,2.503,0.158,0.162
19,2.483,0.168,0.171
19.1,2.512,0.177,0.181
19.2,2.542,0.186,0.190
19.3,2.512,0.196,0.200
19.4,2.512,0.206,0.210
19.5,2.483,0.216,0.220
19.6,2.493,0.226,0.230
19.7,2.542,0.235,0.240
19.8,2.542,0.245,0.250
19.9,2.493,0.256,0.261
20,2.493,0.266,0.271
20.1,2.542,0.276,0.282
20.2,2.512,0.287,0.293
20.3,2.532,0.298,0.304
20.4,2.542,0.310,0.316
20.5,2.512,0.322,0.328
20.6,2.542,0.334,0.341
20.7,2.532,0.347,0.354
20.8,2.493,0.360,0.368
20.9,2.532,0.374,0.381
21,2.503,0.387,0.395
21.1,2.493,0.401,0.409
21.2,2.532,0.414,0.422
21.3,2.503,0.427,0.436
21.4,2.493,0.441,0.450
21.5,2.512,0.454,0.463
21.6,2.522,0.467,0.476
21.7,2.493,0.480,0.490
21.8,2.483,0.494,0.504
21.9,2.542,0.506,0.516
22,2.522,0.519,0.530
22.1,2.483,0.533,0.544
22.2,2.512,0.546,0.557
22.3,2.493,0.559,0.570
22.4,2.483,0.572,0.583
22.5,2.532,0.584,0.596
22.6000000000001,2.473,0.597,0.609
22.7000000000001,2.532,0.609,0.621
22.8000000000001,2.542,0.621,0.634
22.9000000000001,2.483,0.634,0.647
23.0000000000001,2.512,0.647,0.660
23.1000000000001,2.483,0.660,0.673
23.2000000000001,2.503,0.672,0.685
23.3000000000001,2.493,0.684,0.698
23.4000000000001,2.532,0.695,0.710
23.5000000000001,2.532,0.708,0.722
23.6000000000001,2.493,0.720,0.735
23.7000000000001,2.532,0.733,0.748
23.8000000000001,2.512,0.746,0.761
23.9000000000001,2.542,0.759,0.774
24.0000000000001,2.503,0.772,0.788
24.1000000000001,2.522,0.786,0.802
24.2000000000001,2.512,0.800,0.816
24.3000000000001,2.512,0.813,0.830
24.4000000000001,2.542,0.827,0.844
24.5000000000001,2.483,0.842,0.859
24.6000000000001,2.532,0.856,0.873
24.7000000000001,2.483,0.870,0.888
24.8000000000001,2.542,0.884,0.902
24.9000000000001,2.512,0.899,0.917
25.0000000000001,2.522,0.913,0.932
25.1000000000001,2.532,0.928,0.947
25.2000000000001,2.522,0.944,0.963
25.3000000000001,2.512,0.959,0.979
25.4000000000001,2.522,0.975,0.995
25.5000000000001,2.512,0.991,1.011
25.6000000000001,2.522,1.007,1.027
25.7000000000001,2.483,1.023,1.044
25.8000000000001,2.522,1.038,1.059
25.9000000000001,2.542,1.054,1.076
26.0000000000001,2.483,1.070,1.092
26.1000000000001,2.483,1.086,1.108
26.2000000000001,2.493,1.102,1.124
26.3000000000001,2.493,1.116,1.139
26.4000000000001,2.483,1.131,1.154
26.5000000000001,2.532,1.145,1.168
26.6000000000001,2.493,1.159,1.183
26.7000000000001,2.483,1.174,1.198
26.8000000000001,2.542,1.187,1.211
26.9000000000001,2.503,1.201,1.226
27.0000000000001,2.542,1.216,1.240
27.1000000000001,2.483,1.230,1.255
27.2000000000001,2.532,1.244,1.270
27.3000000000001,2.532,1.259,1.285
27.4000000000001,2.473,1.274,1.300
27.5000000000001,2.522,1.289,1.315
27.6000000000001,2.542,1.303,1.330
27.7000000000001,2.493,1.318,1.345
27.8000000000001,2.503,1.333,1.361
27.9000000000001,2.542,1.348,1.376
28.0000000000001,2.483,1.364,1.391
28.1000000000001,2.532,1.378,1.407
28.2000000000001,2.493,1.394,1.422
28.3000000000001,2.532,1.409,1.437
28.4000000000001,2.512,1.424,1.453
28.5000000000001,2.522,1.439,1.469
28.6000000000001,2.503,1.455,1.485
28.7000000000001,2.483,1.471,1.501
28.8000000000001,2.503,1.486,1.516
28.9000000000001,2.522,1.500,1.531
29.0000000000001,2.522,1.515,1.546
29.1000000000001,2.503,1.531,1.562
29.2000000000001,2.512,1.546,1.577
29.3000000000001,2.483,1.561,1.593
29.4000000000001,2.542,1.575,1.608
29.5000000000001,2.532,1.591,1.623
29.6000000000002,2.542,1.606,1.639
29.7000000000002,2.542,1.623,1.656
29.8000000000002,2.522,1.640,1.673
29.9000000000002,2.542,1.657,1.691
30.0000000000002,2.503,1.675,1.709
30.1000000000002,2.532,1.692,1.727
30.2000000000002,2.483,1.710,1.745
30.3000000000002,2.483,1.728,1.763
30.4000000000002,2.522,1.745,1.780
30.5000000000002,2.493,1.762,1.798
30.6000000000002,2.503,1.778,1.815
30.7000000000002,2.522,1.795,1.831
30.8000000000002,2.483,1.812,1.848
30.9000000000002,2.542,1.828,1.865
31.0000000000002,2.483,1.844,1.882
31.1000000000002,2.542,1.861,1.899
31.2000000000002,2.532,1.877,1.916
31.3000000000002,2.493,1.895,1.933
31.4000000000002,2.512,1.912,1.951
31.5000000000002,2.493,1.928,1.968
31.6000000000002,2.542,1.945,1.985
31.7000000000002,2.503,1.962,2.002
31.8000000000002,2.503,1.979,2.019
31.9000000000002,2.512,1.996,2.036
32.0000000000002,2.473,2.012,2.054
32.1000000000002,2.483,2.028,2.070
32.2000000000002,2.493,2.044,2.086
32.3000000000002,2.483,2.059,2.101
32.4000000000002,2.532,2.073,2.116
32.5000000000002,2.542,2.088,2.131
32.6000000000002,2.483,2.104,2.147
32.7000000000002,2.503,2.119,2.162
32.8000000000002,2.483,2.134,2.177
32.9000000000002,2.483,2.148,2.192
33.0000000000002,2.503,2.162,2.206
33.1000000000002,2.493,2.176,2.220
33.2000000000002,2.542,2.189,2.234
33.3000000000002,2.532,2.203,2.248
33.4000000000002,2.532,2.217,2.263
33.5000000000002,2.532,2.232,2.278
33.6000000000002,2.542,2.247,2.293
33.7000000000002,2.483,2.263,2.310
33.8000000000002,2.503,2.279,2.325
33.9000000000002,2.542,2.294,2.341
34.0000000000002,2.512,2.310,2.357
34.1000000000002,2.532,2.326,2.373
34.2000000000002,2.483,2.342,2.390
34.3000000000002,2.512,2.358,2.406
34.4000000000002,2.473,2.374,2.422
34.5000000000002,2.532,2.389,2.438
34.6000000000002,2.473,2.404,2.454
34.7000000000002,2.532,2.419,2.469
34.8000000000002,2.522,2.434,2.484
34.9000000000002,2.473,2.450,2.500
35.0000000000002,2.473,2.464,2.515
35.1000000000002,2.512,2.478,2.529
35.2000000000002,2.503,2.492,2.543
35.3000000000002,2.522,2.506,2.557
35.4000000000002,2.542,2.520,2.572
35.5000000000002,2.503,2.535,2.587
35.6000000000002,2.542,2.550,2.602
35.7000000000002,2.503,2.565,2.617
35.8000000000002,2.542,2.580,2.633
35.9000000000002,2.542,2.596,2.649
36.0000000000002,2.503,2.612,2.665
36.1000000000002,2.532,2.628,2.682
36.2000000000002,2.483,2.645,2.699
36.3000000000002,2.512,2.661,2.715
36.4000000000002,2.532,2.677,2.732
36.5000000000002,2.522,2.694,2.749
36.6000000000003,2.532,2.710,2.766
36.7000000000003,2.512,2.728,2.783
36.8000000000003,2.483,2.745,2.801
36.9000000000003,2.473,2.761,2.818
37.0000000000003,2.522,2.777,2.834
37.1000000000003,2.512,2.793,2.850
37.2000000000003,2.512,2.809,2.867
37.3000000000003,2.503,2.825,2.883
37.4000000000003,2.473,2.841,2.899
37.5000000000003,2.493,2.857,2.915
37.6000000000003,2.542,2.871,2.930
37.7000000000003,2.542,2.887,2.946
37.8000000000003,2.473,2.903,2.962
37.9000000000003,2.512,2.918,2.978
38.0000000000003,2.512,2.934,2.993
38.1000000000003,2.522,2.949,3.009
38.2000000000003,2.483,2.965,3.025
38.3000000000003,2.512,2.980,3.041
38.4000000000003,2.542,2.995,3.056
38.5000000000003,2.473,3.011,3.072
38.6000000000003,2.532,3.026,3.087
38.7000000000003,2.473,3.041,3.103
38.8000000000003,2.542,3.056,3.118
38.9000000000003,2.493,3.071,3.134
39.0000000000003,2.493,3.086,3.149
39.1000000000003,2.512,3.101,3.164
39.2000000000003,2.512,3.115,3.179
39.3000000000003,2.473,3.130,3.194
39.4000000000003,2.503,3.144,3.208
39.5000000000003,2.512,3.158,3.222
39.6000000000003,2.503,3.172,3.237
39.7000000000003,2.532,3.186,3.251
39.8000000000003,2.473,3.200,3.265
39.9000000000003,2.473,3.213,3.279
40.0000000000003,2.542,3.226,3.292
40.1000000000003,2.473,3.239,3.306
40.2000000000003,2.532,3.252,3.319
40.3000000000003,2.483,3.265,3.332
40.4000000000003,2.483,3.278,3.345
40.5000000000003,2.522,3.290,3.357
40.6000000000003,2.532,3.302,3.370
40.7000000000003,2.483,3.315,3.383
40.8000000000003,2.532,3.328,3.396
40.9000000000003,2.493,3.340,3.409
41.0000000000003,2.532,3.353,3.421
41.1000000000003,2.493,3.366,3.435
41.2000000000003,2.503,3.379,3.448
41.3000000000003,2.493,3.391,3.460
41.4000000000003,2.473,3.403,3.473
41.5000000000003,2.473,3.415,3.484
41.6000000000003,2.473,3.426,3.495
41.7000000000003,2.473,3.436,3.506
41.8000000000003,2.493,3.445,3.515
41.9000000000003,2.512,3.454,3.525
42.0000000000003,2.532,3.463,3.534
42.1000000000003,2.542,3.473,3.544
42.2000000000003,2.473,3.484,3.555
42.3000000000003,2.532,3.493,3.565
42.4000000000003,2.522,3.504,3.575
42.5000000000003,2.512,3.514,3.586
42.6000000000003,2.532,3.525,3.597
42.7000000000003,2.503,3.536,3.608
42.8000000000003,2.493,3.547,3.620
42.9000000000003,2.483,3.558,3.631
43.0000000000003,2.473,3.569,3.641
43.1000000000003,2.522,3.578,3.651
43.2000000000003,2.512,3.588,3.661
43.3000000000003,2.473,3.598,3.672
43.4000000000003,2.503,3.608,3.681
43.5000000000003,2.532,3.617,3.691
43.6000000000003,2.483,3.627,3.701
43.7000000000004,2.512,3.636,3.710
43.8000000000004,2.503,3.646,3.720
43.9000000000004,2.473,3.655,3.730
44.0000000000004,2.503,3.664,3.738
44.1000000000004,2.542,3.672,3.747
44.2000000000004,2.512,3.682,3.757
44.3000000000004,2.512,3.691,3.767
44.4000000000004,2.522,3.701,3.776
44.5000000000004,2.483,3.711,3.787
44.6000000000004,2.483,3.720,3.796
44.7000000000004,2.532,3.729,3.805
44.8000000000004,2.522,3.739,3.815
44.9000000000004,2.503,3.749,3.825
45.0000000000004,2.473,3.758,3.835
45.1000000000004,2.512,3.767,3.844
45.2000000000004,2.493,3.777,3.854
45.3000000000004,2.483,3.785,3.863
45.4000000000004,2.522,3.794,3.871
45.5000000000004,2.512,3.803,3.880
45.6000000000004,2.532,3.812,3.889
45.7000000000004,2.483,3.821,3.899
45.8000000000004,2.532,3.830,3.908
45.9000000000004,2.473,3.840,3.918
46.0000000000004,2.483,3.848,3.927
46.1000000000004,2.512,3.857,3.935
46.2000000000004,2.503,3.865,3.944
46.3000000000004,2.532,3.874,3.953
46.4000000000004,2.503,3.883,3.962
46.5000000000004,2.532,3.891,3.971
46.6000000000004,2.463,3.901,3.980
46.7000000000004,2.532,3.909,3.989
46.8000000000004,2.512,3.918,3.998
46.9000000000004,2.503,3.928,4.008
47.0000000000004,2.473,3.937,4.017
47.1000000000004,2.532,3.945,4.026
47.2000000000004,2.512,3.954,4.035
47.3000000000004,2.483,3.963,4.044
47.4000000000004,2.522,3.972,4.053
47.5000000000004,2.473,3.981,4.062
47.6000000000004,2.532,3.989,4.071
47.7000000000004,2.532,3.998,4.080
47.8000000000004,2.503,4.007,4.089
47.9000000000004,2.473,4.017,4.099
48.0000000000004,2.503,4.025,4.107
48.1000000000004,2.503,4.034,4.116
48.2000000000004,2.473,4.042,4.125
48.3000000000004,2.493,4.050,4.133
48.4000000000004,2.542,4.058,4.141
48.5000000000004,2.532,4.066,4.149
48.6000000000004,2.473,4.075,4.158
48.7000000000004,2.483,4.083,4.166
48.8000000000004,2.493,4.091,4.174
48.9000000000004,2.493,4.098,4.182
49.0000000000004,2.532,4.105,4.189
49.1000000000004,2.532,4.113,4.197
49.2000000000004,2.473,4.122,4.206
49.3000000000004,2.532,4.129,4.213
49.4000000000004,2.532,4.137,4.222
49.5000000000004,2.493,4.146,4.231
49.6000000000004,2.522,4.155,4.239
49.7000000000004,2.512,4.163,4.248
49.8000000000004,2.483,4.172,4.257
49.9000000000004,2.522,4.181,4.266
50.0000000000004,2.532,4.190,4.275
50.1000000000004,2.512,4.199,4.285
50.2000000000004,2.532,4.208,4.294
50.3000000000004,2.493,4.218,4.304
50.4000000000004,2.503,4.228,4.314
50.5000000000004,2.512,4.238,4.324
50.6000000000004,2.483,4.247,4.334
50.7000000000005,2.503,4.257,4.344
50.8000000000005,2.473,4.266,4.353
50.9000000000005,2.512,4.274,4.362
51.0000000000005,2.483,4.283,4.370
51.1000000000005,2.503,4.291,4.379
51.2000000000005,2.493,4.299,4.387
51.3000000000005,2.473,4.307,4.395
51.4000000000005,2.473,4.314,4.402
51.5000000000005,2.532,4.321,4.409
51.6000000000005,2.532,4.328,4.416
51.7000000000005,2.532,4.336,4.424
51.8000000000005,2.522,4.344,4.432
51.9000000000005,2.493,4.352,4.441
52.0000000000005,2.512,4.361,4.450
52.1000000000005,2.473,4.369,4.458
52.2000000000005,2.512,4.377,4.466
52.3000000000005,2.503,4.385,4.474
52.4000000000005,2.473,4.393,4.482
52.5000000000005,2.522,4.400,4.490
52.6000000000005,2.473,4.407,4.497
52.7000000000005,2.512,4.414,4.504
52.8000000000005,2.483,4.421,4.511
52.9000000000005,2.522,4.428,4.518
53.0000000000005,2.493,4.435,4.525
53.1000000000005,2.522,4.442,4.532
53.2000000000005,2.532,4.449,4.539
53.3000000000005,2.532,4.456,4.547
53.4000000000005,2.473,4.464,4.556
53.5000000000005,2.512,4.472,4.563
53.6000000000005,2.493,4.480,4.571
53.7000000000005,2.512,4.487,4.579
53.8000000000005,2.483,4.495,4.586
53.9000000000005,2.483,4.502,4.594
54.0000000000005,2.473,4.508,4.600
54.1000000000005,2.473,4.514,4.607
54.2000000000005,2.473,4.520,4.612
54.3000000000005,2.522,4.525,4.617
54.4000000000005,2.503,4.530,4.622
54.5000000000005,2.512,4.535,4.627
54.6000000000005,2.522,4.540,4.633
54.7000000000005,2.483,4.546,4.639
54.8000000000005,2.473,4.551,4.644
54.9000000000005,2.473,4.556,4.649
55.0000000000005,2.493,4.560,4.653
55.1000000000005,2.522,4.564,4.657
55.2000000000005,2.522,4.568,4.661
55.3000000000005,2.512,4.572,4.666
55.4000000000005,2.473,4.577,4.671
55.5000000000005,2.473,4.581,4.675
55.6000000000005,2.532,4.585,4.679
55.7000000000005,2.503,4.589,4.683
55.8000000000005,2.532,4.593,4.687
55.9000000000005,2.473,4.598,4.692
56.0000000000005,2.473,4.602,4.696
56.1000000000005,2.512,4.606,4.700
56.2000000000005,2.503,4.610,4.704
56.3000000000005,2.473,4.613,4.708
56.4000000000005,2.512,4.617,4.711
56.5000000000005,2.503,4.620,4.714
56.6000000000005,2.483,4.623,4.718
56.7000000000005,2.532,4.626,4.721
56.8000000000005,2.503,4.630,4.724
56.9000000000005,2.532,4.634,4.728
57.0000000000005,2.532,4.638,4.732
57.1000000000005,2.522,4.643,4.737
57.2000000000005,2.473,4.648,4.743
57.3000000000005,2.473,4.652,4.747
57.4000000000005,2.532,4.656,4.751
57.5000000000005,2.473,4.661,4.756
57.6000000000005,2.522,4.665,4.760
57.7000000000005,2.473,4.669,4.764
57.8000000000006,2.522,4.673,4.768
57.9000000000006,2.532,4.677,4.772
58.0000000000006,2.493,4.682,4.777
58.1000000000006,2.473,4.686,4.782
58.2000000000006,2.522,4.690,4.786
58.3000000000006,2.532,4.694,4.790
58.4000000000006,2.503,4.699,4.795
58.5000000000006,2.463,4.704,4.800
58.6000000000006,2.512,4.708,4.804
58.7000000000006,2.512,4.713,4.809
58.8000000000006,2.473,4.717,4.813
58.9000000000006,2.522,4.721,4.817
59.0000000000006,2.522,4.725,4.822
59.1000000000006,2.503,4.730,4.826
59.2000000000006,2.473,4.734,4.831
59.3000000000006,2.522,4.738,4.835
59.4000000000006,2.512,4.743,4.840
59.5000000000006,2.512,4.748,4.844
59.6000000000006,2.483,4.752,4.849
59.7000000000006,2.483,4.757,4.854
59.8000000000006,2.522,4.761,4.858
59.9000000000006,2.522,4.765,4.862
60.0000000000006,2.512,4.770,4.867
60.1000000000006,2.473,4.775,4.872
60.2000000000006,2.532,4.779,4.877
60.3000000000006,2.532,4.784,4.882
60.4000000000006,2.522,4.790,4.887
60.5000000000006,2.532,4.796,4.893
60.6000000000006,2.493,4.802,4.900
60.7000000000006,2.503,4.808,4.906
60.8000000000006,2.473,4.814,4.913
60.9000000000006,2.512,4.820,4.918
61.0000000000006,2.493,4.826,4.924
61.1000000000006,2.532,4.831,4.930
61.2000000000006,2.473,4.837,4.936
61.3000000000006,2.532,4.843,4.942
61.4000000000006,2.512,4.849,4.948
61.5000000000006,2.473,4.855,4.954
61.6000000000006,2.473,4.861,4.960
61.7000000000006,2.483,4.866,4.965
61.8000000000006,2.512,4.870,4.970
61.9000000000006,2.473,4.875,4.974
62.0000000000006,2.503,4.879,4.979
62.1000000000006,2.473,4.883,4.983
62.2000000000006,2.473,4.887,4.986
62.3000000000006,2.522,4.889,4.989
62.4000000000006,2.522,4.893,4.993
62.5000000000006,2.473,4.897,4.996
62.6000000000006,2.493,4.900,5.000
62.7000000000006,2.493,4.903,5.003
62.8000000000006,2.512,4.905,5.005
62.9000000000006,2.522,4.908,5.008
63.0000000000006,2.503,4.912,5.012
63.1000000000006,2.522,4.915,5.015
63.2000000000006,2.473,4.919,5.019
63.3000000000006,2.483,4.922,5.022
63.4000000000006,2.493,4.925,5.025
63.5000000000006,2.473,4.927,5.028
63.6000000000006,2.512,4.929,5.030
63.7000000000006,2.483,4.932,5.032
63.8000000000006,2.493,4.933,5.034
63.9000000000006,2.522,4.935,5.036
64.0000000000006,2.483,4.937,5.038
64.1000000000006,2.483,4.939,5.040
64.2000000000006,2.483,4.940,5.041
64.3000000000006,2.483,4.941,5.042
64.4000000000006,2.512,4.942,5.043
64.5000000000006,2.512,4.943,5.044
64.6000000000006,2.493,4.944,5.045
64.7000000000006,2.503,4.945,5.046
64.8000000000006,2.532,4.946,5.047
64.9000000000006,2.512,4.948,5.049
65.0000000000006,2.483,4.949,5.050
65.1000000000006,2.473,4.951,5.052
65.2000000000006,2.483,4.952,5.053
65.3000000000006,2.493,4.952,5.053
65.4000000000006,2.463,4.953,5.054
65.5000000000006,2.532,4.952,5.053
65.6000000000005,2.532,4.953,5.054
65.7000000000005,2.503,4.954,5.055
65.8000000000005,2.493,4.955,5.056
65.9000000000005,2.473,4.956,5.057
66.0000000000005,2.532,4.956,5.057
66.1000000000005,2.493,4.957,5.058
66.2000000000005,2.532,4.957,5.059
66.3000000000005,2.463,4.959,5.060
66.4000000000005,2.532,4.960,5.061
66.5000000000005,2.473,4.961,5.062
66.6000000000005,2.532,4.962,5.063
66.7000000000005,2.473,4.963,5.064
66.8000000000005,2.473,4.964,5.065
66.9000000000005,2.522,4.964,5.065
67.0000000000005,2.473,4.965,5.066
67.1000000000005,2.522,4.965,5.066
67.2000000000005,2.532,4.965,5.067
67.3000000000005,2.473,4.967,5.068
67.4000000000004,2.512,4.967,5.069
67.5000000000004,2.473,4.968,5.070
67.6000000000004,2.473,4.969,5.070
67.7000000000004,2.483,4.968,5.070
67.8000000000004,2.512,4.968,5.069
67.9000000000004,2.512,4.967,5.069
68.0000000000004,2.503,4.967,5.069
68.1000000000004,2.473,4.967,5.069
68.2000000000004,2.473,4.967,5.068
68.3000000000004,2.522,4.966,5.067
68.4000000000004,2.512,4.965,5.067
68.5000000000004,2.473,4.965,5.066
68.6000000000004,2.503,4.964,5.065
68.7000000000004,2.512,4.963,5.064
68.8000000000004,2.473,4.963,5.064
68.9000000000004,2.512,4.961,5.063
69.0000000000004,2.512,4.961,5.062
69.1000000000003,2.493,4.960,5.061
69.2000000000003,2.483,4.959,5.061
69.3000000000003,2.503,4.958,5.060
69.4000000000003,2.473,4.957,5.059
69.5000000000003,2.532,4.956,5.057
69.6000000000003,2.532,4.955,5.056
69.7000000000003,2.483,4.955,5.056
69.8000000000003,2.503,4.954,5.055
69.9000000000003,2.532,4.954,5.055
70.0000000000003,2.503,4.954,5.055
70.1000000000003,2.493,4.954,5.055
70.2000000000003,2.512,4.954,5.056
70.3000000000003,2.522,4.955,5.056
70.4000000000003,2.503,4.956,5.057
70.5000000000003,2.522,4.956,5.058
70.6000000000003,2.512,4.958,5.059
70.7000000000003,2.532,4.959,5.060
70.8000000000003,2.473,4.961,5.063
70.9000000000002,2.512,4.963,5.064
71.0000000000002,2.483,4.965,5.066
71.1000000000002,2.473,4.966,5.068
71.2000000000002,2.473,4.967,5.069
71.3000000000002,2.522,4.967,5.069
71.4000000000002,2.493,4.968,5.070
71.5000000000002,2.473,4.969,5.070
71.6000000000002,2.512,4.969,5.070
71.7000000000002,2.473,4.969,5.071
71.8000000000002,2.532,4.969,5.070
71.9000000000002,2.522,4.969,5.071
72.0000000000002,2.512,4.970,5.072
72.1000000000002,2.503,4.971,5.073
72.2000000000002,2.512,4.972,5.074
72.3000000000002,2.532,4.974,5.075
72.4000000000002,2.483,4.976,5.077
72.5000000000002,2.473,4.977,5.079
72.6000000000002,2.473,4.978,5.080
72.7000000000001,2.473,4.979,5.081
72.8000000000001,2.532,4.979,5.080
72.9000000000001,2.473,4.979,5.081
73.0000000000001,2.503,4.980,5.081
73.1000000000001,2.493,4.980,5.081
73.2000000000001,2.473,4.980,5.081
73.3000000000001,2.512,4.979,5.081
73.4000000000001,2.483,4.979,5.080
73.5000000000001,2.483,4.978,5.079
73.6000000000001,2.512,4.977,5.078
73.7000000000001,2.522,4.976,5.078
73.8000000000001,2.522,4.976,5.077
73.9000000000001,2.483,4.976,5.077
74.0000000000001,2.522,4.976,5.077
74.1000000000001,2.512,4.976,5.078
74.2000000000001,2.532,4.977,5.078
74.3000000000001,2.503,4.978,5.079
74.4,2.493,4.979,5.081
74.5,2.473,4.980,5.082
74.6,2.483,4.980,5.082
74.7,2.532,4.981,5.082
74.8,2.512,4.981,5.083
74.9,2.512,4.982,5.084
75,2.532,4.984,5.085
75.1,2.532,4.985,5.087
75.2,2.483,4.988,5.090
75.3,2.473,4.990,5.092
75.4,2.512,4.992,5.094
75.5,2.512,4.994,5.095
75.6,2.483,4.996,5.097
75.7,2.473,4.997,5.099
75.8,2.483,4.998,5.100
75.9,2.473,4.999,5.101
76,2.483,4.999,5.101
76.1,2.473,4.999,5.101
76.1999999999999,2.483,4.998,5.100
76.2999999999999,2.532,4.997,5.099
76.3999999999999,2.493,4.997,5.099
76.4999999999999,2.522,4.996,5.098
76.5999999999999,2.512,4.996,5.098
76.6999999999999,2.483,4.996,5.098
76.7999999999999,2.473,4.996,5.098
76.8999999999999,2.473,4.995,5.097
76.9999999999999,2.493,4.994,5.096
77.0999999999999,2.522,4.992,5.094
77.1999999999999,2.483,4.992,5.093
77.2999999999999,2.522,4.990,5.092
77.3999999999999,2.512,4.989,5.091
77.4999999999999,2.483,4.989,5.091
77.5999999999999,2.473,4.988,5.090
77.6999999999999,2.473,4.987,5.088
77.7999999999999,2.522,4.985,5.086
77.8999999999998,2.532,4.983,5.085
77.9999999999998,2.473,4.982,5.084
78.0999999999998,2.473,4.981,5.083
78.1999999999998,2.493,4.979,5.081
78.2999999999998,2.473,4.977,5.079
78.3999999999998,2.473,4.975,5.076
78.4999999999998,2.532,4.972,5.073
78.5999999999998,2.522,4.969,5.071
78.6999999999998,2.473,4.968,5.069
78.7999999999998,2.483,4.965,5.067
78.8999999999998,2.532,4.963,5.064
78.9999999999998,2.522,4.961,5.062
79.0999999999998,2.473,4.959,5.060
79.1999999999998,2.473,4.957,5.058
79.2999999999998,2.493,4.955,5.056
79.3999999999998,2.483,4.952,5.053
79.4999999999998,2.473,4.949,5.050
79.5999999999998,2.483,4.945,5.046
79.6999999999997,2.532,4.942,5.042
79.7999999999997,2.532,4.939,5.039
79.8999999999997,2.473,4.936,5.037
79.9999999999997,2.522,4.933,5.034
80.0999999999997,2.532,4.931,5.031
80.1999999999997,2.532,4.929,5.030
80.2999999999997,2.522,4.928,5.029
80.3999999999997,2.483,4.928,5.028
80.4999999999997,2.493,4.927,5.027
80.5999999999997,2.483,4.926,5.026
